east asian cinema (film genre)									east asian cinema	/ˈist ˈeɪʒən ˈsɪnəmə/	/ˈiːst ˈeɪʒᵊn ˈsɪnəmə/	n	A broad term for films from China, Japan, Korea, and other East Asian countries. Example: "Oldboy".
serial killer (film genre)									serial killer	/ˈsɪriəl ˈkʰɪlə˞/	/ˈsɪəriəl ˈkʰɪlə/	n	Films focused on serial murderers and their crimes. Example: "Zodiac".
crime thriller (film genre)									crime thriller	/ˈkɹaɪm ˈθɹɪlə˞/	/ˈkraɪm ˈθrɪlə/	n	Films combining elements of crime and suspense. Example: "Se7en".
cult film (film genre)									cult film	/ˈkʰəlt ˈfɪlm/	/ˈkʰʌlt ˈfɪlm/	n	A film with a dedicated, niche following, often unconventional. Example: "The Rocky Horror Picture Show".
film adaptation (film genre)									film adaptation	/ˈfɪlm ˌæˌdæpˈtʰeɪʃən/	/ˈfɪlm ˌædəpˈtʰeɪʃᵊn/	n	A film based on a book, play, or other source material. Example: "Harry Potter".
erotica (film genre)									erotica	/ɪˈɹɑtɪkə/	/ɪˈrɒtɪkə/	n	Films with an emphasis on sensual and erotic themes. Example: "Eyes Wide Shut".
malayalam cinema (film genre)									malayalam cinema	/#malayalam# ˈsɪnəmə/	/#malayalam# ˈsɪnəmə/	n	Films produced in the Malayalam language, originating from Kerala, India. Example: "Drishyam".
family drama (film genre)									family drama	/ˈfæmli ˈdɹɑmə/	/ˈfæmᵊli ˈdrɑːmə/	n	A genre focusing on family relationships and conflicts. Example: "The Pursuit of Happyness".
music genre (film genre)									music genre	/ˈmjuzɪk ˈʒɑnɹə/	/ˈmjuːzɪk ˈʒɑːrə/	n	Films defined by a particular musical style or theme. Example: "Bohemian Rhapsody".
marathi cinema (film genre)									marathi cinema	/mə˞ˈɹɑti ˈsɪnəmə/	/#marathi# ˈsɪnəmə/	n	Films produced in the Marathi language, from Maharashtra, India. Example: "Sairat".
bengali cinema (film genre)									bengali cinema	/bɛŋˈɡɑli ˈsɪnəmə/	/#bengali# ˈsɪnəmə/	n	Films produced in the Bengali language, often known for artistic storytelling. Example: "Pather Panchali".
adult animation (film genre)									adult animation	/əˈdəlt ˌænəˈmeɪʃən/	/ˈædʌlt ˌænɪˈmeɪʃᵊn/	n	Animated films intended for mature audiences. Example: "South Park: Bigger, Longer & Uncut".
spiritual film (film genre)									spiritual film	/ˈspɪrɪtʃəwəl ˈfɪlm/	/ˈspɪrɪtjuəl ˈfɪlm/	n	Films exploring religious or spiritual themes. Example: "The Passion of the Christ".
drama (film genre)									drama	/ˈdɹɑmə/	/ˈdrɑːmə/	n	A genre emphasizing emotional and character-driven storytelling. Example: "Forrest Gump".
fiction (film genre)									fiction	/ˈfɪkʃən/	/ˈfɪkʃᵊn/	n	Films that portray imaginary events and characters. Example: "Inception".
science fiction (film genre)									science fiction	/ˈsaɪəns ˈfɪkʃən/	/ˈsaɪəns ˈfɪkʃᵊn/	n	A genre exploring futuristic and scientific concepts. Example: "Blade Runner".
crime fiction (film genre)									crime fiction	/ˈkɹaɪm ˈfɪkʃən/	/ˈkraɪm ˈfɪkʃᵊn/	n	Films centered around criminal activities. Example: "The Godfather".
fantasy (film genre)									fantasy	/ˈfæntəsi/	/ˈfæntəsi/	n	Films involving magical or mythical elements. Example: "The Lord of the Rings".
adventure (film genre)									adventure	/ədˈvɛntʃə˞/	/ədˈventʃə/	n	Films featuring grand journeys and exploration. Example: "Jurassic Park".
mystery (film genre)									mystery	/ˈmɪstə˞ɹi/	/ˈmɪstᵊri/	n	Films that involve solving a puzzle or crime. Example: "Gone Girl".
sports (film genre)									sports	/ˈspɔrts/	/ˈspɔːts/	n	Films centered around athletic competition. Example: "Rocky".
education (film genre)									education	/ˌɛdʒəˈkʰeɪʃən/	/ˌedjʊˈkʰeɪʃᵊn/	n	Films designed to inform or teach. Example: "Dead Poets Society".
suspense (film genre)									suspense	/səˈspɛns/	/səˈspens/	n	Films that create tension and anticipation. Example: "Psycho".
biography (film genre)									biography	/baɪˈɑɡɹəfi/	/baɪˈɒɡrəfi/	n	Films depicting the life of real people. Example: "Schindler’s List".
action (film genre)									action	/ˈækʃən/	/ˈækʃᵊn/	n	Films featuring intense sequences of physical activity. Example: "Die Hard".
family (film genre)									family	/ˈfæmli/	/ˈfæmᵊli/	n	Films suitable for all ages, often with wholesome themes. Example: "The Lion King".
auto racing (film genre)									auto racing	/ˈɔtoʊ ˈɹeɪsɪŋ/	/ˈɔːtəʊ ˈreɪsɪŋ/	n	Films centered around competitive car racing. Example: "Ford v Ferrari".
parody (film genre)									parody	/ˈpʰɛrədi/	/ˈpʰærədi/	n	Films that humorously imitate other genres or works. Example: "Scary Movie".
slapstick (film genre)									slapstick	/ˈslæpˌstɪk/	/ˈslæpstɪk/	n	A subgenre of comedy featuring exaggerated physical humor. Example: "Dumb and Dumber".
children's film (film genre)									children's film	/ˈtʃɪldɹənz ˈfɪlm/	/ˈtʃɪldrənz ˈfɪlm/	n	Films specifically made for a young audience. Example: "Frozen".
doomsday film (film genre)									doomsday film	/ˈdumzˌdeɪ ˈfɪlm/	/ˈduːmzdeɪ ˈfɪlm/	n	Films depicting apocalyptic or post-apocalyptic scenarios. Example: "Mad Max: Fury Road".
short film (film genre)									short film	/ˈʃɔrt ˈfɪlm/	/ˈʃɔːt ˈfɪlm/	n	A film with a shorter runtime, usually under 40 minutes. Example: "The Red Balloon".
documentary film (film genre)									documentary film	/ˌdɑkjəˈmɛntɹi ˈfɪlm/	/ˌdɒkjʊˈmentᵊri ˈfɪlm/	n	Non-fiction films that present factual stories or events. Example: "Planet Earth".
comedy (film genre)									comedy	/ˈkʰɑmədi/	/ˈkʰɒmədi/	n	A genre focusing on humor and entertainment. Example: "Superbad".
romance film (film genre)									romance film	/ɹoˈmæns ˈfɪlm/	/rəˈmæns ˈfɪlm/	n	Films centered around love stories. Example: "Pride and Prejudice".
thriller (film genre)									thriller	/ˈθɹɪlə˞/	/ˈθrɪlə/	n	Films designed to create excitement and tension. Example: "The Girl with the Dragon Tattoo".
horror (film genre)									horror	/ˈhɔrə˞/	/ˈhɒrə/	n	A genre that aims to evoke fear and suspense. Example: "The Exorcist".
silent film (film genre)									silent film	/ˈsaɪlənt ˈfɪlm/	/ˈsaɪlənt ˈfɪlm/	n	Films made without synchronized recorded sound. Example: "The Artist".
gay pornography (film genre)									gay pornography	/ˈɡeɪ pɔrˈnɑɡɹəfi/	/ˈɡeɪ pɔːˈnɒɡrəfi/	exp	Film genre depicting explicit sexual content involving same-sex relationships.
drama (film genre)									drama	/ˈdɹɑmə/	/ˈdrɑːmə/	n	Film genre focused on realistic storytelling, often dealing with emotional themes. Example: *The Shawshank Redemption*.
action film (film genre)									action film	/ˈækʃən ˈfɪlm/	/ˈækʃᵊn ˈfɪlm/	n	A film genre characterized by intense physical action, often with combat, chases, and explosions. Example: *Die Hard*.
bollywood (film genre)									bollywood	/ˈbɑˌliwʊd/	/ˈbɒliwʊd/	n	Indian film industry, primarily producing films in Hindi. Example: *Lagaan*.
pornographic film (film genre)									pornographic film	/ˌpɔrnəˈɡɹæfɪk ˈfɪlm/	/ˌpɔːnəˈɡræfɪk ˈfɪlm/	exp	Films intended to sexually arouse viewers with explicit content.
western (film genre)									western	/ˈwɛstə˞n/	/ˈwestən/	n	Film genre set in the late 19th century American West, often featuring cowboys and outlaws. Example: *The Good, the Bad and the Ugly*.
adventure film (film genre)									adventure film	/ədˈvɛntʃə˞ ˈfɪlm/	/ədˈventʃə ˈfɪlm/	n	Film genre involving exploration or quest, often with exciting and dangerous elements. Example: *Indiana Jones*.
children's film (film genre)									children's film	/ˈtʃɪldɹənz ˈfɪlm/	/ˈtʃɪldrənz ˈfɪlm/	n	Films made specifically for children, often with lighthearted themes and animation. Example: *Toy Story*.
anime (film genre)									anime	/ˈænəˌmeɪ/	/ˈænɪˌmeɪ/	n	Japanese animated films or series, often featuring fantasy or action themes. Example: *Spirited Away*.
musical (film genre)									musical	/ˈmjuzɪkəl/	/ˈmjuːzɪkᵊl/	n	Film genre where characters express emotions through singing and dancing. Example: *The Sound of Music*.
sports (film genre)									sports	/ˈspɔrts/	/ˈspɔːts/	n	Films centered around athletes or sports events. Example: *Rocky*.
indie film (film genre)									indie film	/ˈɪndi ˈfɪlm/	/ˈɪndi ˈfɪlm/	n	Independent films, usually produced outside major film studio systems. Example: *Little Miss Sunshine*.
biographical film (film genre)									biographical film	/ˌbaɪəˈɡɹæfɪkəl ˈfɪlm/	/ˌbaɪəˈɡræfɪkᵊl ˈfɪlm/	n	Film genre that dramatizes the life of a real person. Example: *The Theory of Everything*.
comedy-drama (film genre)									comedy-drama	/ˈkʰɑmədiˈdɹɑmə/	/ˈkʰɒmədiˈdrɑːmə/	n	A hybrid genre combining elements of both comedy and drama. Example: *The Pursuit of Happyness*.
historical fiction (film genre)									historical fiction	/hɪˈstɔrɪkəl ˈfɪkʃən/	/hɪˈstɒrɪkᵊl ˈfɪkʃᵊn/	n	Films that depict fictional stories set in a specific historical period. Example: *Braveheart*.
lgbt (film genre)									lgbt	/#lgbt#/	/#lgbt#/	exp	Films focused on LGBTQ+ themes and stories.
war film (film genre)									war film	/ˈwɔr ˈfɪlm/	/ˈwɔː ˈfɪlm/	n	Films depicting warfare, often focused on the experiences of soldiers. Example: *Saving Private Ryan*.
romantic comedy (film genre)									romantic comedy	/ɹoˈmæntɪk ˈkʰɑmədi/	/rəʊˈmæntɪk ˈkʰɒmədi/	n	Film genre combining romance and humor. Example: *When Harry Met Sally*.
satire (film genre)									satire	/ˈsæˌtaɪə˞/	/ˈsætaɪə/	n	Film genre using humor, irony, or ridicule to criticize or mock societal issues. Example: *Dr. Strangelove*.
instructional (film genre)									instructional	/ɪnˈstɹəkʃənl̩/	/ɪnˈstrʌkʃᵊnᵊl/	exp	Films designed to teach or inform viewers about specific topics or skills.
stand-up comedy (film genre)									stand-up comedy	/ˈstændˌəp ˈkʰɑmədi/	/ˈstændʌp ˈkʰɒmədi/	exp	Comedy performed by a solo comedian, often involving observational humor.
psychological thriller (film genre)									psychological thriller	/ˌsaɪkəˈlɑdʒɪkəl ˈθɹɪlə˞/	/ˌsaɪkᵊlˈɒdʒɪkᵊl ˈθrɪlə/	n	Films focusing on the psychological state of characters, often with suspense and mystery. Example: *Shutter Island*.
martial arts film (film genre)									martial arts film	/ˈmɑrʃəl ˈɑrts ˈfɪlm/	/ˈmɑːʃᵊl ˈɑːts ˈfɪlm/	n	Films focusing on martial arts combat, often with choreographed fight scenes. Example: *Enter the Dragon*.
film noir (film genre)									film noir	/ˈfɪlm ˈnwɑr/	/ˈfɪlm ˈnwɑː/	n	Film genre characterized by dark themes, crime, and morally ambiguous characters. Example: *Double Indemnity*.
historical period drama (film genre)									historical period drama	/hɪˈstɔrɪkəl ˈpʰɪriəd ˈdɹɑmə/	/hɪˈstɒrɪkᵊl ˈpʰɪəriəd ˈdrɑːmə/	n	Films set in a specific historical period, often exploring societal issues. Example: *Pride and Prejudice*.
black comedy (film genre)									black comedy	/ˈblæk ˈkʰɑmədi/	/ˈblæk ˈkʰɒmədi/	n	Film genre that uses dark humor to deal with serious subjects. Example: *Fargo*.
crime film (film genre)									crime film	/ˈkɹaɪm ˈfɪlm/	/ˈkraɪm ˈfɪlm/	n	Films focused on crime, law enforcement, or the criminal underworld. Example: *The Godfather*.
rockumentary (film genre)									rockumentary	/#rockumentary#/	/#rockumentary#/	n	Documentary films focusing on music and rock bands. Example: *The Last Waltz*.
concert film (film genre)									concert film	/ˈkʰɑnsə˞t ˈfɪlm/	/ˈkʰɒnsɜːt ˈfɪlm/	n	Film genre focusing on live music performances, often of a single artist or band. Example: *Stop Making Sense*.
experimental film (film genre)									experimental film	/ɪkˌspɛrəˈmɛntl̩ ˈfɪlm/	/ɪkˌsperɪˈmentᵊl ˈfɪlm/	n	Non-traditional films exploring unconventional techniques and forms of storytelling. Example: *Meshes of the Afternoon*.
melodrama (film genre)									melodrama	/ˈmɛləˌdɹɑmə/	/ˈmeləˌdrɑːmə/	n	Film genre characterized by exaggerated emotions and dramatic situations. Example: *Titanic*.
fairy tale (film genre)									fairy tale	/ˈfɛri ˈtʰeɪl/	/ˈfeəri ˈtʰeɪl/	n	Films based on traditional or original fairy tales, often with magical elements. Example: *Cinderella*.
cartoon (film genre)									cartoon	/kɑrˈtʰun/	/kɑːˈtʰuːn/	n	Animated films or series, typically for children, featuring humorous or fantastical stories. Example: *The Lion King*.
political drama (film genre)									political drama	/pəˈlɪtɪkəl ˈdɹɑmə/	/pəˈlɪtɪkᵊl ˈdrɑːmə/	n	Films that explore political themes and conflicts. Example: *The Ides of March*.
action thriller (film genre)									action thriller	/ˈækʃən ˈθɹɪlə˞/	/ˈækʃᵊn ˈθrɪlə/	n	Film genre that blends action and suspenseful, thrilling elements. Example: *The Bourne Identity*.
slasher (film genre)									slasher	/ˈslæʃə˞/	/ˈslæʃə/	n	A subgenre of horror films characterized by graphic violence and a killer pursuing victims. Example: *Halloween*.
fantasy film (film genre)									fantasy film	/ˈfæntəsi ˈfɪlm/	/ˈfæntəsi ˈfɪlm/	n	Films featuring magical or supernatural elements, often set in fictional worlds. Example: *The Lord of the Rings*.
science fiction film (film genre)									science fiction film	/ˈsaɪəns ˈfɪkʃən ˈfɪlm/	/ˈsaɪəns ˈfɪkʃᵊn ˈfɪlm/	n	Films based on futuristic or speculative concepts, often involving technology or extraterrestrials. Example: *Blade Runner*.
dance film (film genre)									dance film	/ˈdæns ˈfɪlm/	/ˈdɑːns ˈfɪlm/	n	Films focused on dance as the central theme. Example: *Step Up*.
alternate history (film genre)									alternate history	/ˈɔltə˞ˌneɪt ˈhɪstə˞ɹi/	/ˈɔːltəˌneɪt ˈhɪstᵊri/	n	Films depicting an alternative version of historical events. Example: *The Man in the High Castle*.
educational film (film genre)									educational film	/ˌɛdʒəˈkʰeɪʃənl̩ ˈfɪlm/	/ˌedjʊˈkʰeɪʃᵊnᵊl ˈfɪlm/	n	Films made to inform or educate on a specific subject. Example: *An Inconvenient Truth*.
mystery film (film genre)									mystery film	/ˈmɪstə˞ɹi ˈfɪlm/	/ˈmɪstᵊri ˈfɪlm/	n	Films focused on solving a crime or uncovering a secret. Example: *The Girl with the Dragon Tattoo*.
apocalyptic and post-apocalyptic fiction (film genre)									apocalyptic fiction	/əˌpɑkəˈlɪptɪk ˈfɪkʃən/	/əˌpɒkəˈlɪptɪk ˈfɪkʃᵊn/	n	Films based on the end of the world or a catastrophic event. Example: *Mad Max: Fury Road*.
historical drama (film genre)									post-apocalyptic fiction	/ˈpʰoʊstəˌpɑkəˈlɪptɪk ˈfɪkʃən/	/ˈpʰəʊstəˌpɒkəˈlɪptɪk ˈfɪkʃᵊn/	n	Films set after the collapse of civilization, often featuring survivors. Example: *The Road*.
historical documentary (film genre)									historical drama	/hɪˈstɔrɪkəl ˈdɹɑmə/	/hɪˈstɒrɪkᵊl ˈdrɑːmə/	n	Films that portray historical events with dramatic elements. Example: *Lincoln*.
mockumentary (film genre)									mockumentary	/ˌmɑkjəˈmɛntə˞ɹi/	/ˌmɒkjʊˈmentᵊri/	n	A fictional film presented in the form of a documentary, often parodying real-life events. Example: *This Is Spinal Tap*.
art film (film genre)									art film	/ˈɑrt ˈfɪlm/	/ˈɑːt ˈfɪlm/	n	A film focused more on aesthetic, intellectual, and artistic value rather than commercial success. Example: *The Tree of Life*.
docudrama (film genre)									docudrama	/ˈdɑkjəˌdɹɑmə/	/ˈdɒkjʊˌdrɑːmə/	n	A drama based on real events, blending documentary and drama elements. Example: *The Social Network*.
wuxia (film genre)									wuxia	/#wuxia#/	/ˈwuːˌʃiːˈɑː/	n	A genre of Chinese fiction focusing on martial arts, often set in ancient times. Example: *Crouching Tiger, Hidden Dragon*.
spaghetti western (film genre)									spaghetti western	/spəˈɡɛti ˈwɛstə˞n/	/spəˈɡeti ˈwestən/	n	A subgenre of Western films made by Italian directors, often featuring anti-heroes and stylized violence. Example: *The Good, the Bad and the Ugly*.
hip hop film (film genre)									hip hop film	/ˈhɪp ˈhɑp ˈfɪlm/	/ˈhɪp ˈhɒp ˈfɪlm/	n	A genre focused on hip hop culture, often involving music, dance, and social issues. Example: *8 Mile*.
steampunk (film genre)									steampunk	/#steampunk#/	/ˈstiːmpʌŋk/	n	A genre combining historical settings with steam-powered technology, often featuring Victorian-era aesthetics. Example: *The League of Extraordinary Gentlemen*.
epic film (film genre)									epic film	/ˈɛpɪk ˈfɪlm/	/ˈepɪk ˈfɪlm/	n	A genre characterized by large-scale production, historical settings, and grand narratives. Example: *Ben-Hur*.
farce (film genre)									farce	/ˈfɑrs/	/ˈfɑːs/	n	A comedy based on exaggerated, improbable situations and physical humor. Example: *The Naked Gun*.
spy film (film genre)									spy film	/ˈspaɪ ˈfɪlm/	/ˈspaɪ ˈfɪlm/	n	A genre focused on espionage and secret agents, often involving international intrigue. Example: *James Bond* series.
cyberpunk (film genre)									cyberpunk	/ˈsaɪbə˞ˌpəŋk/	/ˈsaɪbəpʌŋk/	n	A subgenre of science fiction set in a dystopian future, featuring advanced technology and social decay. Example: *Blade Runner*.
exploitation film (film genre)									exploitation film	/ˌɛkˌsplɔɪˈtʰeɪʃən ˈfɪlm/	/ˌeksplɔɪˈtʰeɪʃᵊn ˈfɪlm/	n	A film made to exploit a specific genre or theme for profit, often with low budgets and sensational content. Example: *Death Wish*.
teen film (film genre)									teen film	/ˈtʰin ˈfɪlm/	/ˈtʰiːn ˈfɪlm/	n	A film primarily focusing on the experiences and issues faced by teenagers. Example: *The Breakfast Club*.
screwball comedy (film genre)									screwball comedy	/ˈskɹuˌbɔl ˈkʰɑmədi/	/ˈskruːbɔːl ˈkʰɒmədi/	n	A type of comedy featuring fast-paced dialogue, improbable situations, and strong-willed female characters. Example: *His Girl Friday*.
magic realism (film genre)									magic realism	/ˈmædʒɪk ˈɹiəˌlɪzəm/	/ˈmædʒɪk ˈrɪəlɪzᵊm/	n	A genre where magical elements are included in a realistic setting, often highlighting the mundane with the fantastical. Example: *Like Water for Chocolate*.
horror comedy (film genre)									horror comedy	/ˈhɔrə˞ ˈkʰɑmədi/	/ˈhɒrə ˈkʰɒmədi/	n	A genre combining elements of horror and comedy, often with humorous twists on scary tropes. Example: *Shaun of the Dead*.
superhero movie (film genre)									superhero movie	/ˈsupə˞ˌhɪroʊ ˈmuvi/	/ˈsuːpəˌhɪərəʊ ˈmuːvi/	n	A genre centered on characters with superhuman abilities, often based on comic book superheroes. Example: *The Avengers*.
blaxploitation film (film genre)									blaxploitation film	/ˌblæksplɔɪˈtʰeɪʃən ˈfɪlm/	/ˌblæksplɔɪˈtʰeɪʃən ˈfɪlm/	n	A genre of film in the 1970s that featured African American characters, often in action-oriented and socially relevant plots. Example: *Shaft*.
sword and sorcery (film genre)									sword and sorcery	/ˈsɔrd ənd ˈsɔrsə˞ɹi/	/ˈsɔːd ənd ˈsɔːsᵊri/	n	A genre of fantasy films focused on magic, mythical creatures, and warriors. Example: *Conan the Barbarian*.
mafia film (film genre)									mafia film	/ˈmɑfiə ˈfɪlm/	/ˈmæfiə ˈfɪlm/	n	A genre depicting the lives of organized crime families. Example: *The Godfather*.
political cinema (film genre)									political cinema	/pəˈlɪtɪkəl ˈsɪnəmə/	/pəˈlɪtɪkᵊl ˈsɪnəmə/	n	A genre of film that addresses political themes and issues, often with an intent to influence public opinion. Example: *All the President's Men*.
true crime (film genre)									true crime	/ˈtɹu ˈkɹaɪm/	/ˈtruː ˈkraɪm/	n	A genre that explores real-life criminal cases and investigations. Example: *Zodiac*.
space opera (film genre)									space opera	/ˈspeɪs ˈɑpə˞ɹə/	/ˈspeɪs ˈɒpərə/	n	A subgenre of science fiction with space battles, futuristic technology, and dramatic narratives. Example: *Star Wars*.
erotic thriller (film genre)									erotic thriller	/ɪˈɹɑtɪk ˈθɹɪlə˞/	/ɪˈrɒtɪk ˈθrɪlə/	n	A genre blending eroticism and suspense, often focusing on illicit or forbidden relationships. Example: *Basic Instinct*.
hardcore pornography (film genre)									hardcore pornography	/ˈhɑrdˌkɔr pɔrˈnɑɡɹəfi/	/ˈhɑːdˌkɔː pɔːˈnɒɡrəfi/	n	A genre focused entirely on explicit sexual content intended for adult audiences. Example: *Deep Throat*.
political thriller (film genre)									political thriller	/pəˈlɪtɪkəl ˈθɹɪlə˞/	/pəˈlɪtɪkᵊl ˈθrɪlə/	n	A genre centered on political intrigue, often involving espionage, conspiracy, and suspense. Example: *The Parallax View*.
pink film (film genre)									pink film	/ˈpʰɪŋk ˈfɪlm/	/ˈpʰɪŋk ˈfɪlm/	n	A Japanese film genre focused on softcore pornography, often with social commentary. Example: *The Woman with Red Hair*.
high fantasy (film genre)									high fantasy	/ˈhaɪ ˈfæntəsi/	/ˈhaɪ ˈfæntəsi/	n	A subgenre of fantasy that features a completely fictional world, often with epic adventures and mythical creatures. Example: *The Lord of the Rings*.
disaster film (film genre)									disaster film	/dɪˈzæstə˞ ˈfɪlm/	/dɪˈzɑːstə ˈfɪlm/	n	A genre focusing on natural or man-made disasters, and the survival of characters in extreme situations. Example: *Titanic*.
sword and sandal film (film genre)									sword and sandal film	/ˈsɔrd ənd ˈsændl̩ ˈfɪlm/	/ˈsɔːd ənd ˈsændᵊl ˈfɪlm/	n	A subgenre of historical films, often set in ancient times, focusing on battles and heroic warriors. Example: *Gladiator*.
road movie (film genre)									road movie	/ˈɹoʊd ˈmuvi/	/ˈrəʊd ˈmuːvi/	n	A genre where the plot revolves around a journey or trip, often with personal or transformative experiences. Example: *Easy Rider*.
vampire film (film genre)									vampire film	/ˈvæmˌpaɪə˞ ˈfɪlm/	/ˈvæmpaɪə ˈfɪlm/	n	A genre focused on vampires, often exploring themes of immortality, bloodlust, and moral conflict. Example: *Dracula*.
television documentary (film genre)									television documentary	/ˈtʰɛləˌvɪʒən ˌdɑkjəˈmɛntɹi/	/ˈtʰelɪvɪʒᵊn ˌdɒkjʊˈmentᵊri/	n	A documentary intended for broadcast on television, often exploring real-life issues or events. Example: *Planet Earth*.
costume drama (film genre)									costume drama	/ˈkʰɑˌstum ˈdɹɑmə/	/ˈkʰɒstjuːm ˈdrɑːmə/	n	A genre set in a specific historical period, often focused on social customs and historical accuracy. Example: *Pride and Prejudice*.
trial drama (film genre)									trial drama	/ˈtɹaɪəl ˈdɹɑmə/	/ˈtraɪəl ˈdrɑːmə/	n	A genre centered around a courtroom trial, often highlighting legal battles and ethical dilemmas. Example: *12 Angry Men*.
softcore pornography (film genre)									softcore pornography	/#softcore# pɔrˈnɑɡɹəfi/	/#softcore# pɔːˈnɒɡrəfi/	n	A genre that features explicit sexual content but with less graphic material than hardcore pornography. Example: *Emmanuelle*.
heist film (film genre)									heist film	/ˈhaɪst ˈfɪlm/	/ˈhaɪst ˈfɪlm/	n	A genre focused on the planning and execution of a robbery or theft. Example: *Ocean's Eleven*.
giallo (film genre)									giallo	/#giallo#/	/#giallo#/	n	A subgenre of Italian thriller films, often featuring mystery, horror, and slasher elements. Example: *Deep Red*.
buddy film (film genre)									buddy film	/ˈbədi ˈfɪlm/	/ˈbʌdi ˈfɪlm/	n	A genre focusing on the relationship between two protagonists, often with comedic elements. Example: *Lethal Weapon*.
sex comedy (film genre)									sex comedy	/ˈsɛks ˈkʰɑmədi/	/ˈseks ˈkʰɒmədi/	n	A genre that humorously explores themes of sexuality, often involving awkward or mistaken situations. Example: *American Pie*.
kaiju (film genre)									kaiju	/#kaiju#/	/#kaiju#/	n	A genre featuring giant monsters, often battling each other or threatening cities. Example: *Godzilla*.
science fantasy (film genre)									science fantasy	/ˈsaɪəns ˈfæntəsi/	/ˈsaɪəns ˈfæntəsi/	n	A genre that blends elements of science fiction and fantasy, often featuring magic and technology. Example: *Flash Gordon*.
legal drama (film genre)									legal drama	/ˈliɡəl ˈdɹɑmə/	/ˈliːɡᵊl ˈdrɑːmə/	n	A genre focused on legal battles, often set in a courtroom, and featuring attorneys and the justice system. Example: *The Firm*.
parody film (film genre)									parody film	/ˈpʰɛrədi ˈfɪlm/	/ˈpʰærədi ˈfɪlm/	n	A genre that humorously imitates other genres, works, or cultural phenomena. Example: *Spaceballs*.
monster movie (film genre)									monster movie	/ˈmɑnstə˞ ˈmuvi/	/ˈmɒnstə ˈmuːvi/	n	A genre featuring large, often dangerous creatures, typically causing destruction. Example: *King Kong*.
swashbuckler film (film genre)									swashbuckler film	/ˈswɑʃˌbəklə˞ ˈfɪlm/	/ˈswɒʃˌbʌklə ˈfɪlm/	n	A genre of adventure films featuring sword fights, pirates, and heroic characters. Example: *Pirates of the Caribbean*.
anthology film (film genre)									anthology film	/ænˈθɑlədʒi ˈfɪlm/	/ænˈθɒlədʒi ˈfɪlm/	n	A film made up of several shorter stories, often linked by a theme. Example: *The Ballad of Buster Scruggs*.
